,direction,r,size_L,size_R,stage,theta_L,theta_R,type,w_L,w_R,x0,y0,x1,y1,theta_L1,theta_R1,rt,response,score,choose,name,sex,age,distance
98,False,7.0,16,24,phase_2,250,-70,s,0,0,-0.13734375000000001,0.16023437499999998,1.7396875,-5.219062500000001,250.0,-70.0,1.2057587999952375,no_response,-300,0,lll,1,23,50
99,False,7.0,16,24,phase_2,250,-70,vs,30,60,-0.114453125,0.22890625,-4.0287500000000005,-3.8227343750000005,225.6279729999369,-21.255945999873802,0.0,hit,100,left,lll,1,23,50
100,True,7.0,24,24,phase_2,110,70,v,0,30,-0.114453125,0.06867187500000001,-2.0143750000000002,4.188984375,110.0,33.64045000016631,1.2122448999944027,no_response,-300,0,lll,1,23,50
101,False,7.0,8,24,phase_2,250,-70,vs,0,60,0.0915625,0.0915625,-2.0372656250000003,-5.150390625,250.0,-8.447631999733858,0.0,hit,100,left,lll,1,23,50
102,False,7.0,24,16,phase_2,250,-70,vs,30,0,-0.06867187500000001,-0.06867187500000001,-3.456484375,-4.3034375,226.59796599982656,-70.0,0.0,hit,100,left,lll,1,23,50
103,False,7.0,24,24,phase_2,250,-70,v,60,30,-0.0915625,0.13734375000000001,-5.058828125,-2.540859375,208.2669220000389,-49.13346100001945,0.0,hit,100,left,lll,1,23,50
104,False,7.0,8,24,phase_2,250,-70,vs,30,60,-0.022890625,0.114453125,-3.3420312500000002,-4.463671875,230.65946499991696,-31.318929999833927,0.0,hit,100,left,lll,1,23,50
105,False,7.0,24,8,phase_2,250,-70,vs,60,0,-0.022890625,0.13734375000000001,-4.6010156250000005,-3.1817968750000003,207.29925999999978,-70.0,0.0,hit,100,left,lll,1,23,50
106,False,7.0,24,8,phase_2,250,-70,vs,60,30,0.06867187500000001,0.04578125,-4.280546875000001,-3.639609375,216.2381859999732,-53.119092999986606,0.0,hit,100,left,lll,1,23,50
107,True,7.0,16,16,phase_2,110,70,v,30,0,-0.022890625,0.16023437499999998,-3.9371875000000003,3.8685156249999997,131.6522120001173,70.0,0.0,hit,100,left,lll,1,23,50
108,True,7.0,24,16,phase_2,110,70,vs,30,0,-0.022890625,-0.04578125,-3.6167187500000004,4.280546875000001,126.17516900019837,70.0,0.0,hit,100,left,lll,1,23,50
109,True,7.0,24,8,phase_2,110,70,vs,30,0,0.06867187500000001,0.022890625,-3.044453125,4.6010156250000005,125.86262299999362,70.0,0.0,hit,100,left,lll,1,23,50
110,True,7.0,24,16,phase_2,110,70,vs,60,0,-0.06867187500000001,0.06867187500000001,-4.25765625,3.5251562499999998,142.7457319997484,70.0,0.0,hit,100,left,lll,1,23,50
111,True,7.0,8,16,phase_2,110,70,s,0,0,0.0915625,-0.04578125,2.174609375,5.104609375000001,110.0,70.0,0.0,hit,100,right,lll,1,23,50
112,True,7.0,8,16,phase_2,110,70,vs,30,60,-0.0915625,0.0,-3.79984375,4.005859375,131.82523999988916,26.349520000221673,0.0,hit,100,left,lll,1,23,50
113,False,7.0,8,16,phase_2,250,-70,vs,0,60,-0.13734375000000001,0.0,-2.403515625,-5.4021875,250.0,-28.71491799960495,0.0,hit,100,left,lll,1,23,50
114,False,7.0,8,16,phase_2,250,-70,vs,0,30,0.04578125,0.0915625,-1.899921875,-5.08171875,250.0,-33.63300700002583,1.2124553000030573,no_response,-300,0,lll,1,23,50
115,True,7.0,24,16,phase_2,110,70,vs,60,0,0.022890625,0.022890625,2.220390625,5.0359375,160.71581600001082,70.0,0.0,hit,100,right,lll,1,23,50
116,False,7.0,8,24,phase_2,250,-70,s,0,0,0.0,0.022890625,-2.24328125,-5.058828125,250.0,-70.0,0.0,hit,100,left,lll,1,23,50
117,True,7.0,24,16,phase_2,110,70,vs,60,30,0.0,-0.114453125,-4.76125,2.815546875,155.71178600002895,47.144106999985524,0.0,hit,100,left,lll,1,23,50
118,False,7.0,24,16,phase_2,250,-70,s,60,60,-0.183125,0.0,-4.80703125,-2.723984375,210.62555200027418,-30.625552000274183,0.0,hit,100,left,lll,1,23,50
119,True,7.0,24,8,phase_2,110,70,vs,60,30,0.20601562499999998,-0.022890625,-4.944375,2.861328125,148.82954600005178,50.58522699997411,0.0,hit,100,left,lll,1,23,50
120,True,7.0,8,24,phase_2,110,70,vs,0,60,0.13734375000000001,-0.06867187500000001,5.562421875,-1.14453125,110.0,0.25833399980911054,0.0,hit,100,right,lll,1,23,50
121,True,7.0,24,16,phase_2,110,70,s,30,30,-0.16023437499999998,-0.04578125,-3.9142968750000002,3.9371875000000003,136.86118999998143,43.138810000018566,0.0,hit,100,left,lll,1,23,50
122,True,7.0,8,16,phase_2,110,70,vs,30,60,0.022890625,0.13734375000000001,-4.051640625,3.7311718750000002,136.32207200003904,17.355855999921914,0.0,hit,100,left,lll,1,23,50
123,True,7.0,16,24,phase_2,110,70,vs,0,30,-0.022890625,0.22890625,-2.083046875,4.80703125,110.0,33.632364999939455,1.2124856000009459,no_response,-300,0,lll,1,23,50
124,False,7.0,16,24,phase_2,250,-70,vs,0,60,0.0915625,-0.183125,-1.9685937500000001,-5.058828125,250.0,2.642564000125276,1.2109195000011823,no_response,-300,0,lll,1,23,50
125,True,7.0,24,24,phase_2,110,70,v,30,0,-0.13734375000000001,-0.022890625,2.1975000000000002,5.058828125,127.87181900006544,70.0,0.0,hit,100,right,lll,1,23,50
126,False,7.0,16,16,phase_2,250,-70,v,30,60,-0.022890625,-0.04578125,-3.8227343750000005,-4.051640625,230.6663860000117,-31.332772000023397,0.0,hit,100,left,lll,1,23,50
127,True,7.0,24,8,phase_2,110,70,s,0,0,0.0,0.04578125,-1.991484375,5.1274999999999995,110.0,70.0,0.0,hit,100,left,lll,1,23,50
128,True,7.0,16,8,phase_2,110,70,s,60,60,0.022890625,0.04578125,-3.79984375,4.0287500000000005,140.73738799983403,39.26261200016597,0.0,hit,100,left,lll,1,23,50
129,True,7.0,8,16,phase_2,110,70,vs,0,30,0.0915625,0.022890625,-2.15171875,5.150390625,110.0,42.83619100009673,0.0,hit,100,left,lll,1,23,50
130,False,7.0,16,16,phase_2,250,-70,v,60,30,0.022890625,0.0,-5.562421875,-1.9228125000000003,177.23426799973822,-33.61713399986911,1.212970700005826,no_response,-300,0,lll,1,23,50
131,False,7.0,16,24,phase_2,250,-70,s,60,60,0.06867187500000001,0.04578125,-5.287734375,-1.7854687500000002,196.48223800002597,-16.482238000025973,0.0,hit,100,left,lll,1,23,50
132,True,7.0,8,24,phase_2,110,70,vs,0,60,0.022890625,0.06867187500000001,3.98296875,3.8456250000000005,110.0,38.308036000235006,0.0,hit,100,right,lll,1,23,50
133,False,7.0,16,8,phase_2,250,-70,vs,60,30,0.114453125,-0.06867187500000001,-4.509453125,-3.3649218750000003,213.56994999965536,-51.78497499982768,0.0,hit,100,left,lll,1,23,50
134,True,7.0,8,16,phase_2,110,70,vs,0,60,-0.114453125,0.114453125,-1.899921875,5.150390625,110.0,-2.3276420001639053,1.2056940000038594,no_response,-300,0,lll,1,23,50
135,False,7.0,16,8,phase_2,250,-70,vs,60,30,0.114453125,0.114453125,-5.5395312500000005,-1.7625781249999999,205.27087600028608,-47.63543800014304,0.0,hit,100,left,lll,1,23,50
136,False,7.0,16,8,phase_2,250,-70,vs,60,0,0.16023437499999998,0.0915625,-3.9371875000000003,-3.89140625,217.26292000021203,-70.0,0.0,hit,100,left,lll,1,23,50
137,False,7.0,16,8,phase_2,250,-70,vs,60,0,0.13734375000000001,0.13734375000000001,-4.097421875,-3.9142968750000002,216.2641120000626,-70.0,0.0,hit,100,left,lll,1,23,50
138,False,7.0,24,16,phase_2,250,-70,vs,60,0,-0.04578125,0.06867187500000001,-4.280546875000001,-3.456484375,218.25429999968037,-70.0,0.0,hit,100,left,lll,1,23,50
139,False,7.0,16,8,phase_2,250,-70,vs,30,0,0.13734375000000001,0.0915625,-3.43359375,-4.62390625,234.67915299988817,-70.0,0.0,hit,100,left,lll,1,23,50
140,False,7.0,16,24,phase_2,250,-70,vs,0,30,0.04578125,-0.022890625,-2.15171875,-5.08171875,250.0,-52.13760099984938,0.0,hit,100,left,lll,1,23,50
141,True,7.0,24,8,phase_2,110,70,vs,60,0,0.0,0.022890625,-4.9672656250000005,2.723984375,153.34987999973237,70.0,0.0,hit,100,left,lll,1,23,50
142,True,7.0,16,24,phase_2,110,70,vs,0,30,-0.183125,0.022890625,-1.14453125,7.0503124999999995,110.0,38.16054399998393,0.0,miss,0,left,lll,1,23,50
143,True,7.0,24,8,phase_2,110,70,vs,60,0,-0.06867187500000001,-0.25179687500000003,-4.5552343749999995,3.2504687500000005,149.03880199999548,70.0,0.0,hit,100,left,lll,1,23,50
144,True,7.0,16,24,phase_2,110,70,vs,0,30,0.0915625,0.022890625,-2.0143750000000002,5.1274999999999995,110.0,46.627848999924026,0.0,hit,100,left,lll,1,23,50
145,True,7.0,8,24,phase_2,110,70,vs,0,30,0.04578125,0.20601562499999998,2.9986718750000003,4.646796875000001,110.0,56.15698600013275,0.0,hit,100,right,lll,1,23,50
146,True,7.0,24,24,phase_2,110,70,v,60,0,-0.06867187500000001,-0.04578125,-4.5552343749999995,3.2962499999999997,143.72980399988592,70.0,0.0,hit,100,left,lll,1,23,50
147,True,7.0,8,24,phase_2,110,70,vs,30,60,0.04578125,-0.022890625,4.188984375,3.685390625,128.36266400001477,33.27467199997045,0.0,hit,100,right,lll,1,23,50
148,False,7.0,24,24,phase_2,250,-70,v,0,60,0.022890625,0.0915625,-2.495078125,-5.241953125,250.0,-30.241510000050766,0.0,hit,100,left,lll,1,23,50
149,False,7.0,8,24,phase_2,250,-70,vs,0,60,0.022890625,0.0,3.1817968750000003,-1.9685937500000001,250.0,2.7325879997806624,1.212450799997896,no_response,-300,0,lll,1,23,50
150,True,7.0,8,8,phase_2,110,70,v,0,30,-0.13734375000000001,0.183125,-2.083046875,5.5395312500000005,110.0,50.18392300014966,0.0,hit,100,left,lll,1,23,50
151,True,7.0,24,8,phase_2,110,70,vs,30,0,0.0,0.16023437499999998,-3.70828125,4.234765625,129.3201979999867,70.0,0.0,hit,100,left,lll,1,23,50
152,True,7.0,16,8,phase_2,110,70,vs,60,30,-0.04578125,0.27468750000000003,-4.738359375,2.79265625,155.72555000006105,47.137224999969476,0.0,hit,100,left,lll,1,23,50
153,True,7.0,16,24,phase_2,110,70,vs,30,60,0.0915625,0.16023437499999998,-4.051640625,3.776953125,133.29875900002662,23.402481999946758,0.0,hit,100,left,lll,1,23,50
154,False,7.0,8,24,phase_2,250,-70,vs,30,60,0.13734375000000001,0.0,5.150390625,-2.33484375,226.1551870000403,-22.31037400008063,0.0,hit,100,right,lll,1,23,50
155,True,7.0,16,24,phase_2,110,70,vs,30,60,-0.183125,0.183125,-4.509453125,3.79984375,132.2723990000668,25.455201999866404,0.0,hit,100,left,lll,1,23,50
156,True,7.0,16,8,phase_2,110,70,vs,30,0,-0.16023437499999998,0.114453125,-3.6625,4.16609375,129.86150899982022,70.0,0.0,hit,100,left,lll,1,23,50
157,False,7.0,8,16,phase_2,250,-70,vs,0,60,0.0,0.25179687500000003,-1.7854687500000002,-5.241953125,250.0,-10.63064200032386,0.0,hit,100,left,lll,1,23,50
158,False,7.0,24,16,phase_2,250,-70,vs,60,30,0.0,0.0915625,-5.013046875,-2.357734375,208.61242599974503,-49.306212999872514,0.0,hit,100,left,lll,1,23,50
159,False,7.0,24,8,phase_2,250,-70,vs,60,30,-0.04578125,0.06867187500000001,-4.875703125,-2.861328125,216.317013999942,-53.158506999970996,0.0,hit,100,left,lll,1,23,50
160,False,7.0,24,16,phase_2,250,-70,vs,60,0,-0.022890625,0.114453125,-4.852812500000001,-2.97578125,211.69305999967037,-70.0,0.0,hit,100,left,lll,1,23,50
161,False,7.0,8,24,phase_2,250,-70,s,60,60,0.04578125,0.16023437499999998,4.326328125,-1.51078125,177.29064399987692,2.70935600012308,1.2120472000024165,no_response,-300,0,lll,1,23,50
162,False,7.0,8,16,phase_2,250,-70,vs,30,60,0.25179687500000003,0.16023437499999998,-4.62390625,-3.79984375,213.9930399999139,2.01392000017222,1.200441500004672,no_response,-300,0,lll,1,23,50
163,True,7.0,16,24,phase_2,110,70,vs,30,60,-0.06867187500000001,-0.27468750000000003,-4.16609375,3.6167187500000004,142.00755800004117,5.984883999917656,0.0,hit,100,left,lll,1,23,50
164,False,7.0,8,24,phase_2,250,-70,vs,0,30,0.06867187500000001,-0.022890625,-2.128828125,-5.08171875,250.0,-47.61445599993749,0.0,hit,100,left,lll,1,23,50
165,False,7.0,16,8,phase_2,250,-70,s,30,30,-0.06867187500000001,0.0,-3.5709375000000003,-4.417890625,224.13191499996174,-44.13191499996174,0.0,hit,100,left,lll,1,23,50
166,True,7.0,16,8,phase_2,110,70,vs,30,0,-0.06867187500000001,0.27468750000000003,-3.2962499999999997,4.44078125,132.51658399989537,70.0,0.0,hit,100,left,lll,1,23,50
167,False,7.0,24,16,phase_2,250,-70,vs,30,0,0.114453125,-0.06867187500000001,-3.8685156249999997,-4.005859375,220.16620299997157,-70.0,0.0,hit,100,left,lll,1,23,50
168,True,7.0,16,16,phase_2,110,70,v,60,0,0.20601562499999998,0.04578125,-4.89859375,3.113125,144.66095000039786,70.0,0.0,hit,100,left,lll,1,23,50
169,True,7.0,16,24,phase_2,110,70,vs,0,60,-0.0915625,0.0915625,-2.495078125,4.9672656250000005,110.0,32.328376000223216,0.0,hit,100,left,lll,1,23,50
170,True,7.0,24,8,phase_2,110,70,vs,60,30,0.0915625,-0.114453125,-4.463671875,3.548046875,144.72610999975586,52.63694500012207,0.0,hit,100,left,lll,1,23,50
171,False,7.0,8,8,phase_2,250,-70,v,60,30,0.022890625,-0.114453125,-5.9515625,-1.5794531250000001,177.32727999988128,-33.66363999994064,1.2114204000026803,no_response,-300,0,lll,1,23,50
172,True,7.0,24,8,phase_2,110,70,vs,60,30,-0.27468750000000003,0.04578125,-4.4865625,3.227578125,146.0657419997733,51.967129000113346,0.0,hit,100,left,lll,1,23,50
173,False,7.0,8,8,phase_2,250,-70,v,0,60,-0.04578125,-0.0915625,-2.311953125,-5.49375,250.0,-6.66127000018605,0.0,hit,100,left,lll,1,23,50
174,True,7.0,8,16,phase_2,110,70,vs,30,60,-0.183125,0.20601562499999998,-3.639609375,4.143203125,134.1892609999195,21.621478000161005,0.0,hit,100,left,lll,1,23,50
175,False,7.0,24,16,phase_2,250,-70,vs,60,0,0.06867187500000001,0.06867187500000001,-5.287734375,-1.6481249999999998,202.4922759999754,-70.0,0.0,hit,100,left,lll,1,23,50
176,False,7.0,16,24,phase_2,250,-70,vs,0,60,-0.25179687500000003,0.04578125,-1.991484375,-5.196171875,250.0,-20.257006000028923,0.0,hit,100,left,lll,1,23,50
177,True,7.0,16,16,phase_2,110,70,v,0,30,0.06867187500000001,0.22890625,-1.7396875,5.26484375,110.0,36.98967700001958,0.0,hit,100,left,lll,1,23,50
178,False,7.0,24,8,phase_2,250,-70,s,30,30,-0.022890625,0.16023437499999998,-4.005859375,-4.34921875,229.13604099980148,-49.13604099980148,0.0,hit,100,left,lll,1,23,50
179,True,7.0,8,24,phase_2,110,70,vs,0,30,0.06867187500000001,-0.13734375000000001,3.3878125000000003,4.34921875,110.0,43.56759099995543,0.0,hit,100,right,lll,1,23,50
180,True,7.0,24,16,phase_2,110,70,vs,60,30,0.114453125,-0.16023437499999998,-4.463671875,3.2733593750000005,147.54637999998522,51.22681000000739,0.0,hit,100,left,lll,1,23,50
181,False,7.0,24,24,phase_2,250,-70,v,30,60,0.0915625,-0.13734375000000001,-3.479375,-4.44078125,227.24606199990376,-24.492123999807518,0.0,hit,100,left,lll,1,23,50
182,False,7.0,16,8,phase_2,250,-70,vs,60,0,-0.20601562499999998,-0.04578125,-4.417890625,-3.319140625,211.33136799981003,-70.0,0.0,hit,100,left,lll,1,23,50
183,True,7.0,16,8,phase_2,110,70,vs,60,0,0.0,-0.06867187500000001,-4.417890625,3.2962499999999997,145.7575459999498,70.0,0.0,hit,100,left,lll,1,23,50
184,False,7.0,16,8,phase_2,250,-70,vs,60,30,-0.13734375000000001,0.25179687500000003,-5.1274999999999995,-2.5866406250000002,213.973396000074,-51.986698000036995,0.0,hit,100,left,lll,1,23,50
185,True,7.0,8,16,phase_2,110,70,vs,0,60,-0.06867187500000001,0.22890625,3.5022656250000006,-0.36625,110.0,-2.849702000094112,1.214378199998464,no_response,-300,0,lll,1,23,50
186,True,7.0,16,24,phase_2,110,70,vs,0,60,0.0,0.022890625,-2.1059375,5.1732812500000005,110.0,28.177192000002833,0.0,hit,100,left,lll,1,23,50
187,True,7.0,8,24,phase_2,110,70,vs,30,60,-0.114453125,-0.04578125,-3.7540625,4.0287500000000005,136.14295399995171,17.71409200009657,0.0,hit,100,left,lll,1,23,50
188,True,7.0,8,16,phase_2,110,70,s,60,60,0.114453125,-0.022890625,5.676875000000001,-0.114453125,175.7671219999611,4.232878000038909,0.0,hit,100,right,lll,1,23,50
189,True,7.0,16,8,phase_2,110,70,vs,60,0,0.16023437499999998,0.22890625,-4.692578125,2.907109375,152.04295999996248,70.0,0.0,hit,100,left,lll,1,23,50
190,False,7.0,24,8,phase_2,250,-70,vs,60,0,0.0,0.114453125,-5.6997656249999995,-1.258984375,177.29019400037942,-70.0,1.2120819999981904,no_response,-300,0,lll,1,23,50
191,False,7.0,16,24,phase_2,250,-70,vs,30,60,0.114453125,0.20601562499999998,-3.5709375000000003,-4.188984375,226.143496000077,-22.286992000153987,0.0,hit,100,left,lll,1,23,50
